z,potential
2.128888836350335367e+01,-9.934708121212540988e-01
2.136105408676947093e+01,-9.919524989374532975e-01
2.143321981003558108e+01,-9.901616879121271086e-01
2.150538553330169478e+01,-9.881152896562105381e-01
2.157755125656780848e+01,-9.858364593695125855e-01
2.164971697983391863e+01,-9.833527040868571545e-01
2.172188270310003588e+01,-9.806936713995524357e-01
2.179404842636614603e+01,-9.778899857475096269e-01
2.186621414963225973e+01,-9.749719272460519726e-01
2.193837987289837343e+01,-9.719683937118179795e-01
2.201054559616448714e+01,-9.689066619170092487e-01
2.208271131943059729e+01,-9.658113128429410832e-01
2.215487704269671454e+01,-9.627039087671552808e-01
2.222704276596282469e+01,-9.596028745721090214e-01
2.229920848922893839e+01,-9.565221882553205379e-01
2.237137421249505209e+01,-9.534712751646161610e-01
2.244353993576116224e+01,-9.504535661640964861e-01
2.251570565902727949e+01,-9.474662307227362801e-01
2.258787138229338964e+01,-9.444993806901539335e-01
2.266003710555950335e+01,-9.415386645258033704e-01
2.273220282882561705e+01,-9.385664016930127529e-01
2.280436855209173075e+01,-9.355721734935259493e-01
2.287653427535784090e+01,-9.325638943412289938e-01
2.294869999862395815e+01,-9.295784275300764676e-01
2.302086572189006830e+01,-9.266807784940823689e-01
2.309303144515618555e+01,-9.239342564077355213e-01
2.316519716842229570e+01,-9.213788361762670354e-01
2.323736289168840585e+01,-9.190202574982005990e-01
2.330952861495452311e+01,-9.168337262414406608e-01
2.338169433822063326e+01,-9.147799924974270303e-01
2.345386006148674696e+01,-9.128102122913214211e-01
2.352602578475286066e+01,-9.108699900016854478e-01
2.359819150801897436e+01,-9.089054250594985618e-01
2.367035723128508451e+01,-9.068625464102442191e-01
2.374252295455120176e+01,-9.046932979837992717e-01
2.381468867781731191e+01,-9.023628417744699037e-01
2.388685440108342917e+01,-8.998430030555882864e-01
2.395902012434953932e+01,-8.971119705558983082e-01
2.403118584761564946e+01,-8.941573504743706158e-01
2.410335157088176672e+01,-8.909872509527184681e-01
2.417551729414787687e+01,-8.876383602332786893e-01
2.424768301741399057e+01,-8.841585085859922089e-01
2.431984874068010427e+01,-8.805818365720157193e-01
2.439201446394621797e+01,-8.769194648334165398e-01
2.446418018721232812e+01,-8.731615727572042962e-01
2.453634591047844538e+01,-8.692884545399550689e-01
2.460851163374455552e+01,-8.652778296916121548e-01
2.468067735701067278e+01,-8.611106446689835714e-01
2.475284308027678293e+01,-8.567722371212262988e-01
2.482500880354289308e+01,-8.522539589644143598e-01
2.489717452680901033e+01,-8.475543665776740232e-01
2.496934025007512048e+01,-8.426789500791367349e-01
2.504150597334123418e+01,-8.376411693808279990e-01
2.511367169660734788e+01,-8.324608023971206139e-01
2.518583741987346158e+01,-8.271647330092588568e-01
2.525800314313957529e+01,-8.217834097736576027e-01
2.533016886640568899e+01,-8.163501198825339200e-01
2.540233458967179914e+01,-8.108983321363096852e-01
2.547450031293791639e+01,-8.054602563689216010e-01
2.554666603620402654e+01,-8.000661020561552483e-01
2.561883175947013669e+01,-7.947432073959351806e-01
2.569099748273625394e+01,-7.895161374483773420e-01
2.576316320600236409e+01,-7.844066330985874913e-01
2.583532892926847779e+01,-7.794331733899210191e-01
2.590749465253459149e+01,-7.746101830747117445e-01
2.597966037580070520e+01,-7.699476618955762852e-01
2.605182609906681890e+01,-7.654500437055229423e-01
2.612399182233293260e+01,-7.611148314379333479e-01
2.619615754559904275e+01,-7.569321271802105233e-01
2.626832326886516000e+01,-7.528836406333987430e-01
2.634048899213127015e+01,-7.489468217326773480e-01
2.641265471539738385e+01,-7.450970995749026660e-01
2.648482043866349755e+01,-7.413184711387178494e-01
2.655698616192960770e+01,-7.376106261360600991e-01
2.662915188519572141e+01,-7.339962279154150782e-01
2.670131760846183511e+01,-7.305158567554836946e-01
2.677348333172794881e+01,-7.272210632455167190e-01
2.684564905499406251e+01,-7.241495988415570517e-01
2.691781477826017621e+01,-7.213132164259019596e-01
2.698998050152628636e+01,-7.186937809969955460e-01
2.706214622479240361e+01,-7.162555111297169708e-01
2.713431194805851376e+01,-7.139500747300270289e-01
2.720647767132462747e+01,-7.117248248999503701e-01
2.727864339459074117e+01,-7.095245507833051191e-01
2.735080911785685132e+01,-7.072922375464644196e-01
2.742297484112296857e+01,-7.049695418573416195e-01
2.749514056438907872e+01,-7.024971890689295506e-01
2.756730628765519242e+01,-6.998116994613089448e-01
2.763947201092130612e+01,-6.968753187390269721e-01
2.771163773418741982e+01,-6.936927649582754762e-01
2.778380345745352997e+01,-6.903168998217928953e-01
2.785596918071964723e+01,-6.868233068912883432e-01
2.792813490398575738e+01,-6.832577636127390441e-01
2.800030062725187108e+01,-6.796376461865536456e-01
2.807246635051798478e+01,-6.759505227974120789e-01
2.814463207378409493e+01,-6.721719941310029256e-01
2.821679779705021218e+01,-6.682753230808466949e-01
2.828896352031632233e+01,-6.642348057924329918e-01
2.836112924358243603e+01,-6.600297394505981741e-01
2.843329496684854973e+01,-6.556440240020597887e-01
2.850546069011466344e+01,-6.510678885324066023e-01
2.857762641338077358e+01,-6.462993948405351130e-01
2.864979213664689084e+01,-6.413455297541456046e-01
2.872195785991300099e+01,-6.362220558779179136e-01
2.879412358317911824e+01,-6.309540815538299263e-01
2.886628930644522839e+01,-6.255716839084218828e-01
2.893845502971133854e+01,-6.201098313730312173e-01
2.901062075297745579e+01,-6.146045661796973869e-01
2.908278647624356594e+01,-6.090905929448724443e-01
2.915495219950967964e+01,-6.036002417616600502e-01
2.922711792277579335e+01,-5.981630613082955517e-01
2.929928364604190705e+01,-5.928059354578455453e-01
2.937144936930801720e+01,-5.875527779246431104e-01
2.944361509257413445e+01,-5.824247585139685768e-01
2.951578081584024460e+01,-5.774400077662018571e-01
2.958794653910636185e+01,-5.726128061428322757e-01
2.966011226237247200e+01,-5.679531233487614683e-01
2.973227798563858215e+01,-5.634653214105782570e-01
2.980444370890469941e+01,-5.591467237189660100e-01
2.987660943217080955e+01,-5.549869220497284372e-01
2.994877515543692326e+01,-5.509658783782589442e-01
3.002094087870303696e+01,-5.470562582210227731e-01
3.009310660196915066e+01,-5.432268548548498943e-01
3.016527232523526081e+01,-5.394537824886839195e-01
3.023743804850137806e+01,-5.357351017496557732e-01
3.030960377176748821e+01,-5.321020985343093423e-01
3.038176949503360547e+01,-5.286125075089131986e-01
3.045393521829971561e+01,-5.253313509570533002e-01
3.052610094156582576e+01,-5.222932125888888333e-01
3.059826666483194302e+01,-5.195035705678124893e-01
3.067043238809805317e+01,-5.169302330931888623e-01
3.074259811136416687e+01,-5.145332971730112170e-01
3.081476383463028057e+01,-5.122605965425760521e-01
3.088692955789639427e+01,-5.100577330057466385e-01
3.095909528116250797e+01,-5.078688854497578342e-01
3.103126100442862167e+01,-5.056376044683628113e-01
3.110342672769473182e+01,-5.033074215637989290e-01
3.117559245096084908e+01,-5.008199691746432203e-01
3.124775817422695923e+01,-4.981128146733543871e-01
3.131992389749306938e+01,-4.951494844935713235e-01
3.139208962075918663e+01,-4.919430680696993963e-01
3.146425534402529678e+01,-4.885501698186697217e-01
3.153642106729141048e+01,-4.850419254939155045e-01
3.160858679055752418e+01,-4.814694451682955956e-01
3.168075251382363788e+01,-4.778432867349954871e-01
3.175291823708975159e+01,-4.741503407160509997e-01
3.182508396035586529e+01,-4.703651365022291642e-01
3.189724968362197544e+01,-4.664608055240916928e-01
3.196941540688809269e+01,-4.624126205690161640e-01
3.204158113015420639e+01,-4.581994284396431749e-01
3.211374685342031654e+01,-4.538058859052629956e-01
3.218591257668642669e+01,-4.492224874919429900e-01
3.225807829995254394e+01,-4.444481577129701377e-01
3.233024402321865409e+01,-4.394903760504118018e-01
3.240240974648477135e+01,-4.343656216407753012e-01
3.247457546975088150e+01,-4.290990175726132616e-01
3.254674119301699875e+01,-4.237214638940270395e-01
3.261890691628310890e+01,-4.182682896520100169e-01
3.269107263954921905e+01,-4.127748759855141003e-01
3.276323836281533630e+01,-4.072759884995610369e-01
3.283540408608144645e+01,-4.018036034850819282e-01
3.290756980934755660e+01,-3.963872011858678990e-01
3.297973553261367385e+01,-3.910531073981444727e-01
3.305190125587978400e+01,-3.858248860373854061e-01
3.312406697914590126e+01,-3.807235651990776848e-01
3.319623270241201141e+01,-3.757667329389594024e-01
3.326839842567812155e+01,-3.709681708023475077e-01
3.334056414894423881e+01,-3.663373447860031051e-01
3.341272987221034896e+01,-3.618779769212934760e-01
3.348489559547646621e+01,-3.575864578649686210e-01
3.355706131874257636e+01,-3.534513260143905544e-01
3.362922704200869362e+01,-3.494518062939163672e-01
3.370139276527480376e+01,-3.455593903846036485e-01
3.377355848854091391e+01,-3.417438002045601886e-01
3.384572421180703117e+01,-3.379816826492592630e-01
3.391788993507314132e+01,-3.342743229525875770e-01
3.399005565833925857e+01,-3.306574573069137046e-01
3.406222138160536872e+01,-3.271907677603721476e-01
3.413438710487147887e+01,-3.239358627361103582e-01
3.420655282813759612e+01,-3.209285080509282073e-01
3.427871855140371338e+01,-3.181654225109925016e-01
3.435088427466981642e+01,-3.156154875933683823e-01
3.442304999793593367e+01,-3.132353630123476673e-01
3.449521572120205093e+01,-3.109743431861278218e-01
3.456738144446815397e+01,-3.087781402416753807e-01
3.463954716773427123e+01,-3.065893390107928829e-01
3.471171289100038848e+01,-3.043541655191085438e-01
3.478387861426649863e+01,-3.020147849872241164e-01
3.485604433753260878e+01,-2.995147413467109110e-01
3.492821006079872603e+01,-2.967928368834448216e-01
3.500037578406484329e+01,-2.938141938890968530e-01
3.507254150733095344e+01,-2.905956188376718763e-01
3.514470723059706359e+01,-2.871953622137847217e-01
3.521687295386318084e+01,-2.836879278908177593e-01
3.528903867712929099e+01,-2.801168730058434253e-01
3.536120440039540114e+01,-2.764940011967752520e-01
3.543337012366151839e+01,-2.728034073022950201e-01
3.550553584692762854e+01,-2.690198376483200482e-01
3.557770157019374579e+01,-2.651159720320648283e-01
3.564986729345985594e+01,-2.610670288931954408e-01
3.572203301672596609e+01,-2.568527464412737049e-01
3.579419873999208335e+01,-2.524578604275173888e-01
3.586636446325820060e+01,-2.478734370179327684e-01
3.593853018652430364e+01,-2.430985638654809822e-01
3.601069590979042090e+01,-2.381418870620686246e-01
3.608286163305653815e+01,-2.330203077448581295e-01
3.615502735632264120e+01,-2.277597133363351845e-01
3.622719307958875845e+01,-2.223909497488869291e-01
3.629935880285487571e+01,-2.169497159440145484e-01
3.637152452612099296e+01,-2.114711769285810283e-01
3.644369024938709600e+01,-2.059899873368477574e-01
3.651585597265321326e+01,-2.005378694328708855e-01
3.658802169591933051e+01,-1.951439350144026086e-01
3.666018741918544066e+01,-1.898341898970358765e-01
3.673235314245155081e+01,-1.846321502966374040e-01
3.680451886571766806e+01,-1.795581707140764260e-01
3.687668458898377821e+01,-1.746295847071352714e-01
3.694885031224988836e+01,-1.698599797985253512e-01
3.702101603551600562e+01,-1.652582194801086868e-01
3.709318175878211576e+01,-1.608273399910839785e-01
3.716534748204823302e+01,-1.565634444021271887e-01
3.723751320531434317e+01,-1.524539870697019794e-01
3.730967892858045332e+01,-1.484780823370550340e-01
3.738184465184657057e+01,-1.446066503251023372e-01
3.745401037511268783e+01,-1.408086783853741142e-01
3.752617609837879087e+01,-1.370628599718791696e-01
3.759834182164490812e+01,-1.333717340680889429e-01
3.767050754491102538e+01,-1.297736164923782576e-01
3.774267326817714263e+01,-1.263298700547852149e-01
3.781483899144324567e+01,-1.231011962309247476e-01
3.788700471470936293e+01,-1.201175691322014932e-01
3.795917043797548018e+01,-1.173769859253935288e-01
3.803133616124158323e+01,-1.148460417109908455e-01
3.810350188450770048e+01,-1.124809682136485856e-01
3.817566760777381774e+01,-1.102300443726000612e-01
3.824783333103992788e+01,-1.080396602836931619e-01
3.831999905430603803e+01,-1.058544437912310454e-01
3.839216477757215529e+01,-1.036192064489022679e-01
3.846433050083826544e+01,-1.012791460969653806e-01
3.853649622410437559e+01,-9.877367017421119499e-02
3.860866194737049284e+01,-9.604586752366225944e-02
3.868082767063660299e+01,-9.306127995644786211e-02
3.875299339390272024e+01,-8.984068937063921512e-02
3.882515911716883039e+01,-8.644028458041821961e-02
3.889732484043494054e+01,-8.293535030553694787e-02
3.896949056370105779e+01,-7.936904325660155968e-02
3.904165628696717505e+01,-7.575091650243463703e-02
3.911382201023328520e+01,-7.206455530735553228e-02
3.918598773349939535e+01,-6.828464370001720296e-02
3.925815345676551260e+01,-6.438416589420449532e-02
3.933031918003162986e+01,-6.033831504098102760e-02
3.940248490329773290e+01,-5.612740637251334430e-02
3.947465062656385015e+01,-5.173566606826966729e-02
3.954681634982996741e+01,-4.715541089274687819e-02
3.961898207309607045e+01,-4.238595196511495827e-02
3.969114779636218771e+01,-3.743557516375185107e-02
3.976331351962830496e+01,-3.232241812869514341e-02
3.983547924289441511e+01,-2.707163475060014868e-02
3.990764496616052526e+01,-2.171514954818250936e-02
3.997981068942664251e+01,-1.628794595258916539e-02
4.005197641269275266e+01,-1.082554123799725140e-02
4.012414213595886281e+01,-5.362077722050761011e-03
4.019630785922498006e+01,7.061364833676214855e-05
